ReferenceGene,Subsystem,General_subsystem,CP043320,CP063780,CP039749,AP022324,CP000712,CP026386,CP012831,CP015225,CP043179,CP041013,CP061848,CP053697,CP076683,CP020100,CP060288,AP014655.1,CP007511.1,CP065866,CP022562,LS483372,CP069317,CP014784,CP065867,CP024478,CP013144,CP073105,CP038001,CP022561,CP045416,CP045349,AE004091.2,CP068238,CP012830,LR590473,CP065865,CP008896,CP061335,CP032419,CP045359,AP024503,CP008749.1,CP070982,CP050291,CP022560,CP058975
PA14_04410,"Transport, Inner Membrane",Transport,FXF61_13640,IH404_27055,FA030_31135,PPTS312_02460,Pput_5052,C3F42_19125,AO356_10350,TK06_19720,FQ342_12675,FIU24_31355,IE322_22845,HNE05_19075,KQ248_02120,BVH74_07510,H7683_07700,MT1_4423,CL52_01885,I9X27_01720,CHR29_26295,NCTC10038_05785,JQN61_20025,A0T30_03085,I9X29_01725,CS390_01390,AOU28_19290,KCX70_01750,DCC84_32160,CHN49_26410,FIU84_02015,FIV02_22465,PA0337,JHW37_01575,AO353_08465,NCTC13359_01924,I9X26_01755,HZ99_16160,ICJ54_00505,D3880_01150,FIU98_22445,PproGo58_55770,OU9_00345,JYG34_24705,HAV28_01165,CHR26_09095,HXW90_29730
PA14_15780,"Transport, Inner Membrane",Transport,,IH404_23085,FA030_03020,,,C3F42_23135,AO356_17535,,FQ342_05470,FIU24_26575,,,,,,,,I9X27_06120,,NCTC10038_05002,,,I9X29_06410,,AOU28_13895,,DCC84_05725,,,,PA3761,JHW37_05985,AO353_04465,NCTC13359_01665,I9X26_06455,HZ99_23750,,,,PproGo58_10510,OU9_03803,JYG34_20825,,,HXW90_25605
PA14_49130,"Transport, Inner Membrane",Transport,,IH404_21435,FA030_18900,PPTS312_42850,Pput_1218,C3F42_24430,AO356_18980,TK06_28425,FQ342_20030,FIU24_10690,IE322_02210,HNE05_04445,KQ248_13855,,H7683_09495,MT1_2034,CL52_19725,I9X27_19805,CHR29_21260,NCTC10038_04650,JQN61_10465,A0T30_15460,I9X29_20300,CS390_18640,AOU28_00930,KCX70_10095,DCC84_25770,CHN49_06160,FIU84_01155,FIV02_20430,PA1183,JHW37_19660,AO353_02800,NCTC13359_04814,I9X26_22975,HZ99_09315,ICJ54_21440,D3880_15715,FIU98_20415,PproGo58_43190,OU9_01185,JYG34_06315,HAV28_19535,CHR26_14335,HXW90_24095
PA14_04610,"Transport, Inner Membrane",Transport,FXF61_10740,IH404_16040,FA030_31210,PPTS312_36920,Pput_1841,C3F42_05285,AO356_01840,TK06_11290,FQ342_26735,FIU24_31280,IE322_05355,HNE05_13015,KQ248_06305,BVH74_01510,H7683_19650,MT1_0701,CL52_19270,I9X27_01795,CHR29_17930,NCTC10038_03454,JQN61_07080,A0T30_17275,I9X29_01800,CS390_15395,AOU28_19365,KCX70_20650,DCC84_19325,CHN49_09620,FIU84_15945,FIV02_14955,PA0352,JHW37_01645,AO353_23860,NCTC13359_00730,I9X26_01830,HZ99_04040,ICJ54_18215,D3880_01230,FIU98_14935,PproGo58_30940,OU9_00360,JYG34_10690,HAV28_15410,CHR26_18705,HXW90_13505
PA14_62440,"Transport, Inner Membrane",Transport,FXF61_10560,IH404_24565,FA030_24765,PPTS312_47420,Pput_4515,C3F42_13230,AO356_15605,TK06_25255,FQ342_15330,FIU24_04820,IE322_00035,HNE05_00935,KQ248_00505,BVH74_08425,H7683_14625,MT1_4048,CL52_03885,I9X27_25390,CHR29_23410,NCTC10038_05286,JQN61_17295,A0T30_19075,I9X29_26440,CS390_03420,AOU28_24245,KCX70_03385,DCC84_29630,CHN49_23750,FIU84_04290,FIV02_04280,PA4719,JHW37_25375,AO353_13910,NCTC13359_05981,I9X26_29190,HZ99_13160,ICJ54_23480,D3880_19290,FIU98_04270,PproGo58_50780,OU9_04812,JYG34_22550,HAV28_21495,CHR26_12070,HXW90_27435
PA14_67340,"Transport, Inner Membrane",Transport,,IH404_02685,FA030_26830,PPTS312_25180,Pput_2075,C3F42_28250,AO356_09625,TK06_19020,FQ342_08910,FIU24_02755,IE322_06965,,KQ248_07350,BVH74_04745,H7683_00055,,,I9X27_27335,CHR29_11445,NCTC10038_00407,JQN61_06205,,I9X29_28400,CS390_04515,AOU28_22300,KCX70_19460,DCC84_01930,CHN49_11050,,FIV02_09260,PA5099,JHW37_27200,AO353_12255,NCTC13359_06399,I9X26_31145,HZ99_19895,ICJ54_17200,D3880_15380,FIU98_09240,PproGo58_03980,OU9_05203,JYG34_14555,HAV28_11025,CHR26_20515,HXW90_01765
PA14_72960,"Transport, Inner Membrane",Transport,FXF61_14255,IH404_22720,FA030_29160,PPTS312_45100,Pput_4323,C3F42_11210,AO356_17790,TK06_27360,FQ342_18200,FIU24_00425,IE322_01210,HNE05_18555,KQ248_02930,,H7683_09580,MT1_3388,CL52_00195,I9X27_29685,CHR29_22245,NCTC10038_04927,JQN61_16305,A0T30_01215,I9X29_30670,CS390_19525,AOU28_17360,KCX70_18045,DCC84_27165,CHN49_22770,FIU84_02775,,PA5530,JHW37_29590,AO353_03810,NCTC13359_00327,I9X26_33675,HZ99_10825,ICJ54_22310,D3880_22085,,PproGo58_45490,OU9_05651,JYG34_20650,HAV28_20350,CHR26_13355,HXW90_25230
PA14_09180,"Transport, Inner Membrane",Transport,FXF61_11710,IH404_25390,FA030_00210,PPTS312_09730,Pput_0516,C3F42_14560,AO356_14785,TK06_24420,FQ342_14425,FIU24_29385,IE322_18880,HNE05_00265,KQ248_00715,BVH74_03285,H7683_06105,MT1_4102,CL52_17555,I9X27_03590,CHR29_02820,NCTC10038_05450,JQN61_02630,A0T30_19645,I9X29_03600,CS390_21850,AOU28_16315,KCX70_03190,DCC84_30445,CHN49_02475,FIU84_03755,FIV02_20925,PA4234,JHW37_03530,AO353_06855,NCTC13359_01107,I9X26_03940,HZ99_14295,ICJ54_04390,D3880_02950,FIU98_20910,PproGo58_52530,OU9_04289,JYG34_02425,HAV28_22750,CHR26_05045,HXW90_28155
PA14_14370,"Transport, Inner Membrane",Transport,FXF61_03150,IH404_27460,FA030_02605,PPTS312_05810,Pput_0131,C3F42_16815,AO356_12905,TK06_21795,FQ342_24985,FIU24_26990,IE322_04970,HNE05_12530,KQ248_03740,BVH74_09075,H7683_11710,MT1_1333,CL52_08495,I9X27_05580,CHR29_00335,NCTC10038_04103,JQN61_00350,A0T30_12440,I9X29_05695,CS390_06390,AOU28_14310,KCX70_21405,DCC84_18225,CHN49_00360,FIU84_00190,FIV02_00110,PA3838,JHW37_05590,AO353_08875,NCTC13359_01580,I9X26_05925,HZ99_25515,ICJ54_18595,D3880_00825,FIU98_00110,PproGo58_56670,OU9_03883,JYG34_08905,HAV28_03710,CHR26_09135,HXW90_01125
PA14_64280,"Transport, Inner Membrane",Transport,FXF61_07175,IH404_03775,FA030_25580,PPTS312_49860,Pput_4720,C3F42_20865,AO356_08345,TK06_17770,FQ342_07720,FIU24_04005,IE322_24400,HNE05_02085,KQ248_08010,BVH74_17545,H7683_13820,MT1_1007,CL52_17910,I9X27_26115,CHR29_24805,NCTC10038_00634,JQN61_18460,A0T30_06420,I9X29_27180,CS390_02885,AOU28_23515,KCX70_19005,DCC84_03110,CHN49_24850,FIU84_18705,FIV02_03495,PA4859,JHW37_26085,AO353_13540,NCTC13359_06147,I9X26_29915,HZ99_20985,ICJ54_24685,D3880_19950,FIU98_03490,PproGo58_06320,OU9_04964,JYG34_23065,HAV28_02830,CHR26_10585,HXW90_02890
PA14_58350,"Transport, Inner Membrane",Transport,FXF61_07080,IH404_05515,FA030_22785,PPTS312_14050,Pput_0924,C3F42_22750,AO356_07240,TK06_16520,FQ342_06460,FIU24_06800,IE322_16850,HNE05_01605,KQ248_14315,BVH74_12315,H7683_20925,MT1_2126,CL52_19350,I9X27_24165,CHR29_04985,NCTC10038_01017,JQN61_11960,A0T30_05445,I9X29_25200,CS390_04775,AOU28_25560,KCX70_10550,DCC84_29090,CHN49_04645,FIU84_11530,FIV02_04325,PA4496,JHW37_24040,AO353_05375,NCTC13359_05597,I9X26_27345,HZ99_12635,ICJ54_06630,D3880_18705,FIU98_04315,PproGo58_08590,OU9_04571,JYG34_04970,HAV28_04980,CHR26_02815,HXW90_04760
PA14_17250,"Transport, Inner Membrane",Transport,FXF61_05385,IH404_00480,FA030_03935,PPTS312_09880,Pput_0530,C3F42_14425,AO356_11095,TK06_20450,FQ342_11455,FIU24_25660,IE322_18810,HNE05_18475,KQ248_09410,BVH74_14245,H7683_10585,MT1_1205,CL52_12930,I9X27_06725,CHR29_02935,NCTC10038_06032,JQN61_02700,A0T30_01360,I9X29_07015,CS390_12220,AOU28_13290,KCX70_21215,DCC84_33435,CHN49_02550,FIU84_01145,FIV02_00640,PA3641,JHW37_06655,AO353_09955,NCTC13359_01841,I9X26_07060,HZ99_17195,ICJ54_04465,,FIU98_00640,PproGo58_58490,OU9_03681,JYG34_02620,HAV28_22690,CHR26_04925,HXW90_30960
PA14_35460,"Transport, Inner Membrane",Transport,FXF61_05385,IH404_00480,FA030_12730,PPTS312_09880,Pput_0530,C3F42_14425,AO356_11095,TK06_20450,FQ342_11455,FIU24_16865,IE322_18810,HNE05_18475,KQ248_05725,BVH74_15120,H7683_10585,MT1_0579,CL52_19750,I9X27_14320,CHR29_02935,NCTC10038_06032,JQN61_02700,A0T30_01360,I9X29_14485,CS390_12220,AOU28_06185,KCX70_21215,DCC84_33435,CHN49_02550,FIU84_01145,FIV02_00640,PA2252,JHW37_14300,AO353_09955,NCTC13359_03584,I9X26_16955,HZ99_17195,ICJ54_04465,,FIU98_00640,PproGo58_58490,OU9_02270,JYG34_02620,HAV28_22690,CHR26_04925,HXW90_30960
PA14_31800,"Transport, Inner Membrane",Transport,FXF61_05385,IH404_00480,FA030_10925,PPTS312_09880,Pput_0530,C3F42_14425,AO356_11095,TK06_20450,FQ342_11455,FIU24_18670,IE322_18810,HNE05_18475,KQ248_16530,BVH74_18405,H7683_10585,MT1_2602,CL52_09435,I9X27_12865,CHR29_02935,NCTC10038_06032,JQN61_02700,A0T30_01360,I9X29_13045,CS390_12220,AOU28_07615,KCX70_12875,DCC84_33435,CHN49_13245,FIU84_11165,FIV02_00640,PA2533,JHW37_13190,AO353_09955,NCTC13359_03246,I9X26_15300,HZ99_17195,ICJ54_04465,,FIU98_00640,PproGo58_58490,OU9_02557,JYG34_02620,HAV28_22690,CHR26_04925,HXW90_30960
PA14_06230,"Transport, Inner Membrane",Transport,,IH404_21080,FA030_31870,PPTS312_21330,Pput_1558,C3F42_07365,AO356_20825,TK06_30180,FQ342_01560,FIU24_30625,IE322_03895,,KQ248_07930,,H7683_19640,MT1_0991,,I9X27_02425,CHR29_09235,NCTC10038_04565,JQN61_08590,,I9X29_02430,CS390_12335,AOU28_20000,KCX70_19080,DCC84_08180,CHN49_08075,FIU84_18755,FIV02_14965,PA0476,JHW37_02280,AO353_26565,NCTC13359_00862,I9X26_02460,HZ99_08700,ICJ54_19735,D3880_15380,FIU98_14945,PproGo58_18110,OU9_00487,JYG34_07930,HAV28_07845,CHR26_28160,HXW90_23715
PA14_10750,"Transport, Inner Membrane",Transport,FXF61_11530,IH404_17030,FA030_01145,PPTS312_23700,Pput_3267,C3F42_28495,AO356_29480,TK06_08760,FQ342_24975,FIU24_28450,IE322_06260,HNE05_12260,KQ248_11820,BVH74_17975,H7683_17740,MT1_1671,CL52_00195,I9X27_04195,CHR29_10865,NCTC10038_02391,JQN61_16930,A0T30_07620,I9X29_04280,CS390_12310,AOU28_15715,KCX70_07570,DCC84_20500,CHN49_17355,FIU84_15000,FIV02_07580,PA4113,JHW37_04060,AO353_28490,NCTC13359_01290,I9X26_04550,HZ99_00775,ICJ54_17855,D3880_18030,FIU98_07565,PproGo58_34490,OU9_04168,JYG34_10985,HAV28_09935,CHR26_26815,HXW90_12505
PA14_26220,"Transport, Inner Membrane",Transport,FXF61_00350,IH404_07875,FA030_07840,PPTS312_41020,Pput_1431,C3F42_26925,AO356_27110,TK06_14830,FQ342_27225,FIU24_21755,IE322_03235,HNE05_05320,KQ248_05800,BVH74_06535,H7683_18665,MT1_0593,CL52_01005,I9X27_10395,CHR29_19980,NCTC10038_01489,JQN61_09510,A0T30_14705,I9X29_10730,CS390_14905,AOU28_27685,KCX70_21135,DCC84_06445,CHN49_07430,FIU84_20705,FIV02_08450,PA2925,JHW37_21860,AO353_16960,NCTC13359_02622,I9X26_11020,HZ99_06365,ICJ54_20415,D3880_07785,FIU98_08430,PproGo58_12560,OU9_02972,JYG34_08910,HAV28_07250,CHR26_16425,HXW90_07245
PA14_26230,"Transport, Inner Membrane",Transport,FXF61_00345,IH404_07880,FA030_07845,PPTS312_41030,Pput_1430,C3F42_26930,AO356_05500,TK06_14825,FQ342_04520,FIU24_21750,IE322_03230,HNE05_05315,KQ248_05805,BVH74_06530,H7683_18660,MT1_0594,CL52_01010,I9X27_10400,CHR29_19985,NCTC10038_01490,JQN61_09515,A0T30_14710,I9X29_10735,CS390_14900,AOU28_09715,KCX70_21130,DCC84_06450,CHN49_07425,FIU84_20700,FIV02_08445,PA2924,JHW37_21865,AO353_01535,NCTC13359_02623,I9X26_11025,HZ99_06360,ICJ54_20420,D3880_07780,FIU98_08425,PproGo58_12570,OU9_02971,JYG34_08915,HAV28_07245,CHR26_16420,HXW90_07250
PA14_26240,"Transport, Inner Membrane",Transport,FXF61_00335,IH404_12200,FA030_07850,PPTS312_41040,Pput_1429,C3F42_26935,AO356_23515,TK06_14820,FQ342_04515,FIU24_21745,IE322_03225,HNE05_02875,KQ248_05810,BVH74_06525,H7683_18655,MT1_0595,CL52_01015,I9X27_10405,CHR29_19990,NCTC10038_01491,JQN61_09520,A0T30_06930,I9X29_10740,CS390_14895,AOU28_09710,KCX70_21125,DCC84_06455,CHN49_07420,FIU84_20695,FIV02_08440,PA2923,JHW37_05390,AO353_29015,NCTC13359_02624,I9X26_11030,HZ99_06355,ICJ54_20425,D3880_07775,FIU98_08420,PproGo58_12580,OU9_02970,JYG34_08920,HAV28_07240,CHR26_16415,HXW90_19750
PA14_52770,"Transport, Inner Membrane",Transport,FXF61_00350,IH404_21690,FA030_20480,PPTS312_41020,Pput_1431,C3F42_25145,AO356_18710,TK06_28190,FQ342_19765,FIU24_09105,IE322_03235,HNE05_05320,KQ248_05800,BVH74_06535,H7683_18665,MT1_0593,CL52_01005,I9X27_21880,CHR29_19980,NCTC10038_04720,JQN61_09510,A0T30_14705,I9X29_22600,CS390_07020,AOU28_27685,KCX70_21135,DCC84_26000,CHN49_07430,FIU84_20705,FIV02_08450,PA0890,JHW37_21860,AO353_03045,NCTC13359_05125,I9X26_24935,HZ99_09940,ICJ54_20415,D3880_07785,FIU98_08430,PproGo58_43650,OU9_00900,JYG34_18555,HAV28_07250,CHR26_16425,HXW90_24370
PA14_52790,"Transport, Inner Membrane",Transport,FXF61_00335,IH404_21700,FA030_20490,PPTS312_41040,Pput_1429,C3F42_25135,AO356_01470,TK06_28180,FQ342_31360,FIU24_09095,IE322_03225,HNE05_05310,KQ248_05810,BVH74_06525,H7683_18655,MT1_0595,CL52_01015,I9X27_21890,CHR29_19990,NCTC10038_04722,JQN61_09520,A0T30_14715,I9X29_22610,CS390_07010,AOU28_27675,KCX70_21125,DCC84_26010,CHN49_07420,FIU84_20695,FIV02_08440,PA0888,JHW37_21870,AO353_03055,NCTC13359_05127,I9X26_24945,HZ99_09950,ICJ54_20425,D3880_07775,FIU98_08420,PproGo58_21440,OU9_00898,JYG34_18565,HAV28_07240,CHR26_16415,HXW90_24380
PA14_52780,"Transport, Inner Membrane",Transport,FXF61_00345,IH404_21695,FA030_20485,PPTS312_41030,Pput_1430,C3F42_25140,AO356_18705,TK06_28185,FQ342_19760,FIU24_09100,IE322_03230,HNE05_05315,KQ248_05805,BVH74_06530,H7683_18660,MT1_0594,CL52_01010,I9X27_21885,CHR29_19985,NCTC10038_04721,JQN61_09515,A0T30_14710,I9X29_22605,CS390_07015,AOU28_27680,KCX70_21130,DCC84_26005,CHN49_07425,FIU84_20700,FIV02_08445,PA0889,JHW37_21865,AO353_03050,NCTC13359_05126,I9X26_24940,HZ99_09945,ICJ54_20420,D3880_07780,FIU98_08425,PproGo58_43660,OU9_00899,JYG34_18560,HAV28_07245,CHR26_16420,HXW90_24375
PA14_48850,"Transport, Inner Membrane",Transport,,IH404_22250,FA030_18845,PPTS312_14810,Pput_1040,C3F42_22925,AO356_23935,TK06_07640,FQ342_19205,FIU24_10745,IE322_16475,HNE05_14590,KQ248_06490,,H7683_15715,MT1_0741,CL52_08870,I9X27_19750,CHR29_05370,NCTC10038_04851,JQN61_11395,A0T30_00270,I9X29_28795,CS390_05120,AOU28_00985,KCX70_20460,DCC84_26765,CHN49_05240,FIU84_19960,FIV02_10090,PA1194,JHW37_19600,AO353_20050,NCTC13359_04803,I9X26_22920,HZ99_10460,ICJ54_07005,D3880_21025,FIU98_10070,PproGo58_44740,OU9_01196,JYG34_21020,HAV28_05365,CHR26_02435,HXW90_15025
PA14_68300,"Transport, Inner Membrane",Transport,,IH404_22255,FA030_27250,PPTS312_14800,Pput_1039,C3F42_22925,AO356_05265,TK06_14580,FQ342_19200,FIU24_02335,IE322_16475,HNE05_14590,KQ248_06490,,H7683_15715,MT1_0741,CL52_08870,I9X27_27710,CHR29_05365,NCTC10038_04852,JQN61_11400,A0T30_00270,I9X29_28795,CS390_05120,AOU28_21925,KCX70_20460,DCC84_26765,CHN49_05235,FIU84_19960,FIV02_05480,PA5170,JHW37_27690,AO353_03465,NCTC13359_06481,I9X26_31775,HZ99_10460,ICJ54_07005,D3880_21025,FIU98_05470,PproGo58_44740,OU9_05278,JYG34_21020,HAV28_05360,CHR26_02440,HXW90_24895
PA14_65850,"Transport, Inner Membrane",Transport,,IH404_23755,FA030_26210,PPTS312_24720,Pput_2036,C3F42_09730,AO356_15120,TK06_24760,FQ342_29010,FIU24_03375,IE322_06775,HNE05_05180,KQ248_19175,BVH74_11355,,MT1_3225,CL52_07355,I9X27_26735,CHR29_11260,NCTC10038_05155,JQN61_06380,A0T30_07465,I9X29_27805,CS390_14160,AOU28_22890,KCX70_15045,DCC84_03720,CHN49_10875,FIU84_13330,FIV02_10090,PA4981,JHW37_24800,AO353_24825,NCTC13359_06275,I9X26_30550,HZ99_19925,ICJ54_17400,D3880_08950,FIU98_10070,PproGo58_26320,OU9_05088,JYG34_24025,HAV28_14690,CHR26_20215,HXW90_03735
PA14_56770,"Transport, Inner Membrane",Transport,FXF61_01315,IH404_22115,FA030_22115,PPTS312_45700,Pput_0955,C3F42_11550,AO356_05000,TK06_14310,FQ342_18100,FIU24_07470,IE322_00900,HNE05_02760,KQ248_20460,BVH74_17285,H7683_15740,MT1_3484,CL52_05380,I9X27_23500,CHR29_22550,NCTC10038_04819,JQN61_11810,A0T30_06815,I9X29_24535,CS390_19810,AOU28_26250,KCX70_16380,DCC84_26610,CHN49_04810,FIU84_16090,FIV02_05505,PA4365,JHW37_23385,AO353_03925,NCTC13359_05457,I9X26_26680,HZ99_10320,ICJ54_22620,D3880_18065,FIU98_05495,PproGo58_45700,OU9_04434,JYG34_05260,HAV28_20655,CHR26_13040,HXW90_24755
PA14_46910,"Transport, Inner Membrane",Transport,FXF61_00335,IH404_07005,FA030_18025,PPTS312_43910,Pput_1112,C3F42_23855,AO356_18230,TK06_27760,FQ342_17870,FIU24_11565,IE322_01665,HNE05_02875,KQ248_20910,BVH74_02430,H7683_07125,MT1_3571,CL52_15515,I9X27_18350,CHR29_21855,NCTC10038_01329,JQN61_11055,A0T30_01290,I9X29_19480,CS390_19165,AOU28_01705,KCX70_16840,DCC84_27725,CHN49_05580,FIU84_05600,FIV02_21950,PA1342,JHW37_18935,AO353_16290,NCTC13359_04639,I9X26_22170,HZ99_11405,ICJ54_21985,D3880_09680,FIU98_21930,PproGo58_46160,OU9_01349,JYG34_05565,HAV28_20010,CHR26_13705,HXW90_06400
PA14_46930,"Transport, Inner Membrane",Transport,FXF61_00350,IH404_06995,FA030_18035,PPTS312_43930,Pput_1110,C3F42_23845,AO356_18220,TK06_27750,FQ342_17860,FIU24_11555,IE322_01655,HNE05_13315,KQ248_20905,BVH74_06535,H7683_07135,MT1_3570,CL52_15510,I9X27_18360,CHR29_21865,NCTC10038_01327,JQN61_11065,A0T30_01300,I9X29_19490,CS390_19175,AOU28_01695,KCX70_16835,DCC84_27735,CHN49_05570,FIU84_05605,FIV02_21960,PA1340,JHW37_18945,AO353_16280,NCTC13359_04641,I9X26_22180,HZ99_11415,ICJ54_21995,D3880_09670,FIU98_21940,PproGo58_46180,OU9_01347,JYG34_05555,HAV28_20020,CHR26_13695,HXW90_06390
PA14_46950,"Transport, Inner Membrane",Transport,FXF61_00330,IH404_06990,FA030_18040,PPTS312_43940,Pput_1109,C3F42_23840,AO356_18215,TK06_27745,FQ342_17855,FIU24_11550,IE322_01650,HNE05_13305,KQ248_20895,BVH74_06520,H7683_07140,MT1_3568,CL52_15500,I9X27_18365,CHR29_21870,NCTC10038_01326,JQN61_11070,A0T30_01305,I9X29_19495,CS390_19180,AOU28_22420,KCX70_16825,DCC84_27740,CHN49_05565,FIU84_05615,FIV02_21965,PA1339,JHW37_18950,AO353_16275,NCTC13359_04642,I9X26_22185,HZ99_11420,ICJ54_22000,D3880_09665,FIU98_21945,PproGo58_46190,OU9_01346,JYG34_05550,HAV28_20025,CHR26_13690,HXW90_06385
PA14_46920,"Transport, Inner Membrane",Transport,FXF61_00350,IH404_07000,FA030_18030,PPTS312_43920,Pput_1111,C3F42_23850,AO356_18225,TK06_27755,FQ342_17865,FIU24_11560,IE322_01660,HNE05_13315,KQ248_20905,BVH74_06535,H7683_07130,MT1_3570,CL52_15510,I9X27_18355,CHR29_21860,NCTC10038_01328,JQN61_11060,A0T30_01295,I9X29_19485,CS390_19170,AOU28_01700,KCX70_16835,DCC84_27730,CHN49_05575,FIU84_05605,FIV02_21955,PA1341,JHW37_18940,AO353_16285,NCTC13359_04640,I9X26_22175,HZ99_11410,ICJ54_21990,D3880_09675,FIU98_21935,PproGo58_46170,OU9_01348,JYG34_05560,HAV28_20015,CHR26_13700,HXW90_06395
PA14_01460,"Transport, Inner Membrane",Transport,,IH404_13070,FA030_30005,PPTS312_22200,Pput_3483,C3F42_26895,AO356_15715,TK06_28425,FQ342_15450,FIU24_32480,IE322_12760,HNE05_04445,KQ248_13855,,H7683_09495,MT1_2034,CL52_19725,I9X27_00620,CHR29_09700,NCTC10038_03425,JQN61_10465,A0T30_15460,I9X29_00635,CS390_18640,AOU28_18210,KCX70_10095,DCC84_19700,CHN49_18090,FIU84_01155,FIV02_20430,PA0119,JHW37_00600,AO353_14015,NCTC13359_00491,I9X26_00685,HZ99_01110,ICJ54_10785,D3880_15715,FIU98_20415,PproGo58_50550,OU9_00123,JYG34_08875,HAV28_16180,CHR26_27535,HXW90_16735
PA14_12940,"Transport, Inner Membrane",Transport,FXF61_01445,IH404_02220,FA030_02060,PPTS312_07110,Pput_0247,C3F42_15955,AO356_10195,TK06_19555,FQ342_09565,FIU24_27535,IE322_20210,HNE05_19050,KQ248_18115,BVH74_13185,H7683_21370,MT1_2916,CL52_20050,I9X27_05095,CHR29_01290,NCTC10038_00263,JQN61_15855,A0T30_07050,I9X29_05165,CS390_23415,AOU28_14830,KCX70_09795,DCC84_01235,CHN49_01050,FIU84_14885,FIV02_12645,PA3937,JHW37_04935,AO353_11720,NCTC13359_01473,I9X26_05440,HZ99_19365,ICJ54_03025,D3880_06260,FIU98_12625,PproGo58_02680,OU9_03987,JYG34_01000,HAV28_24185,CHR26_06445,HXW90_01180
PA14_12920,"Transport, Inner Membrane",Transport,,IH404_27245,FA030_02055,PPTS312_07120,Pput_0248,C3F42_15950,AO356_10190,TK06_19550,FQ342_09560,FIU24_27540,IE322_20205,HNE05_04115,KQ248_08170,BVH74_02630,H7683_16935,MT1_2663,CL52_00600,I9X27_05090,CHR29_01295,NCTC10038_05835,JQN61_01280,A0T30_07840,I9X29_05160,CS390_23410,AOU28_14835,KCX70_09790,DCC84_01240,CHN49_01055,FIU84_08890,FIV02_06870,PA3938,JHW37_04930,AO353_11725,NCTC13359_01472,I9X26_05435,HZ99_16360,ICJ54_03030,D3880_16960,FIU98_06855,PproGo58_02690,OU9_03988,JYG34_01005,HAV28_24180,CHR26_06440,HXW90_01185
PA14_12960,"Transport, Inner Membrane",Transport,FXF61_05340,IH404_02215,FA030_02065,PPTS312_07100,Pput_0246,C3F42_15960,AO356_10200,TK06_19560,FQ342_09570,FIU24_27530,IE322_20215,HNE05_17070,KQ248_15110,BVH74_04435,H7683_08145,MT1_2303,CL52_00685,I9X27_05100,CHR29_01285,NCTC10038_00262,JQN61_01290,A0T30_02875,I9X29_05170,CS390_23420,AOU28_14825,KCX70_22645,DCC84_01230,CHN49_01045,FIU84_09755,FIV02_22870,PA3936,JHW37_04940,AO353_11715,NCTC13359_01474,I9X26_05445,HZ99_19360,ICJ54_03020,D3880_00915,FIU98_22850,PproGo58_02670,OU9_03986,JYG34_00995,HAV28_24190,CHR26_06450,HXW90_01175
PA14_19570,"Transport, Inner Membrane",Transport,FXF61_05340,IH404_27215,FA030_04870,PPTS312_07180,Pput_0254,C3F42_15920,AO356_13115,TK06_22560,FQ342_12495,FIU24_24725,IE322_20175,HNE05_17030,KQ248_08180,BVH74_04435,H7683_08145,MT1_2303,CL52_14130,I9X27_07725,CHR29_01325,NCTC10038_05829,JQN61_01290,A0T30_02925,I9X29_08005,CS390_23380,AOU28_12380,KCX70_06010,DCC84_32375,CHN49_01090,FIU84_09755,FIV02_22870,PA3443,JHW37_04940,AO353_08655,NCTC13359_02024,I9X26_08290,HZ99_16330,ICJ54_03060,D3880_00915,FIU98_22850,PproGo58_56120,OU9_03504,JYG34_01035,HAV28_24155,CHR26_06410,HXW90_29905
PA14_05200,"Transport, Inner Membrane",Transport,FXF61_06490,IH404_04330,FA030_31445,PPTS312_49160,Pput_0040,C3F42_13335,AO356_15475,TK06_25125,FQ342_16080,FIU24_31045,IE322_21400,HNE05_00955,KQ248_04570,BVH74_09335,H7683_05250,MT1_0333,CL52_03025,I9X27_02030,CHR29_27140,NCTC10038_00747,JQN61_17360,A0T30_05335,I9X29_02040,CS390_00060,AOU28_19605,KCX70_11100,DCC84_04425,CHN49_23815,FIU84_17355,FIV02_20025,PA0397,JHW37_01885,AO353_26685,NCTC13359_00778,I9X26_02065,HZ99_22535,ICJ54_01840,D3880_16030,FIU98_20010,PproGo58_51250,OU9_00407,JYG34_22620,HAV28_22230,CHR26_07615,HXW90_03320
PA14_13580,"Transport, Inner Membrane",Transport,FXF61_08210,IH404_05435,FA030_02305,PPTS312_13860,Pput_0898,C3F42_22665,AO356_07305,TK06_16645,FQ342_06525,FIU24_27290,IE322_16930,HNE05_20285,KQ248_01120,BVH74_07570,H7683_06540,MT1_4173,CL52_14265,I9X27_05330,CHR29_04895,NCTC10038_01003,JQN61_12055,A0T30_00575,I9X29_05415,CS390_22810,AOU28_14580,KCX70_02790,DCC84_29155,CHN49_04555,FIU84_03345,FIV02_21370,PA3891,JHW37_05150,AO353_05440,NCTC13359_01522,I9X26_05675,HZ99_12705,ICJ54_06550,D3880_01750,FIU98_21355,PproGo58_08460,OU9_03939,JYG34_04890,HAV28_04575,CHR26_02900,HXW90_04680
