Proteins	Genes	Accession-1 of Gene	Left-End-Position of Gene	Right-End-Position of Gene	Genes of polypeptide, complex, or RNA	Common-Name	Locations
BSU33940-MONOMER	BSU33940	BSU33940	3481698	3482705	BSU33940	glyceraldehyde-3-phosphate dehydrogenase (NAD-dependent, glycolytic, member of the degradosome)	CCI-CYTOSOL-GP
BSU21010-MONOMER	BSU21010	BSU21010	2220335	2220946	BSU21010	putative hydrolase lipoprotein; phage SPbeta	CCI-PM-BAC-POS-GP
BSU14870-MONOMER	BSU14870	BSU14870	1558034	1558954	BSU14870	heme <i>a</i> synthase	CCI-PM-BAC-POS-GP
BSU13550-MONOMER	BSU13550	BSU13550	1422172	1423233	BSU13550	methylthioribose-1-phosphate isomerase (methionine salvage pathway)	
BSU31030-MONOMER	BSU31030	BSU31030	3182707	3183195	BSU31030	bacillithiol transferase	CCI-CYTOSOL-GP
BSU27500-MONOMER	BSU27500	BSU27500	2809413	2810528	BSU27500	tRNA-uridine 2-sulfurtransferase	CCI-CYTOSOL-GP
BSU12090-MONOMER	BSU12090	BSU12090	1280626	1280874	BSU12090	spore coat protein (inner coat)	
BSU36300-MONOMER	BSU36300	BSU36300	3739206	3739982	BSU36300	transcriptional regulator (glucose repression of catabolic operons)	
BSU19040-MONOMER	BSU19040	BSU19040	2079214	2079546	BSU19040	molecular chaperone for secreting proteins	CCI-CYTOSOL-GP
BSU29670-MONOMER	BSU29670	BSU29670	3036603	3037871	BSU29670	tyrosyl-tRNA synthetase	CCI-CYTOSOL-GP
BSU06400-MONOMER	BSU06400	BSU06400	697538	698092	BSU06400	conserved hypothetical protein	CCI-PM-BAC-POS-GP
BSU19140-MONOMER	BSU19140	BSU19140	2086070	2086606	BSU19140	cytochrome caa3 and cytochrome aa3 activity factor	CCI-PM-BAC-POS-GP
BSU32670-MONOMER	BSU32670	BSU32670	3355593	3356990	BSU32670	FeS cluster formation scaffold protein	
BSU30440-MONOMER	BSU30440	BSU30440	3116996	3117982	BSU30440	putative ABC transporter membrane protein YtrC	CCI-PM-BAC-POS-GP
BSU26890-MONOMER	BSU26890	BSU26890	2747984	2748817	BSU26890	chitosanase	CCI-EXTRACELLULAR-GP
BSU15850-MONOMER	BSU15850	BSU15850	1658242	1658904	BSU15850	L-serine dehydratase (beta chain)	
BSU15220-MONOMER	BSU15220	BSU15220	1591540	1592631	BSU15220	UDP-N-acetylglucosamine-N-acetylmuramyl- (pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	CCI-PM-BAC-POS-GP
BSU41060-MONOMER	BSU41060	BSU41060	4215255	4215389	BSU41060	ribosomal protein L34	CCI-RIBOSOME-GP
BSU24280-MONOMER	BSU24280	BSU24280	2525789	2526679	BSU24280	farnesyl diphosphate synthase	CCI-CYTOSOL-GP
BSU18140-MONOMER	BSU18140	BSU18140	1942192	1942455	BSU18140	conserved spore protein of unknown function	
BSU07690-MONOMER	BSU07690	BSU07690	839735	840484	BSU07690	methionine aminopeptidase B	CCI-CYTOSOL-GP
BSU24950-MONOMER	BSU24950	BSU24950	2577210	2577992	BSU24950	phosphate ABC transporter ATP-binding protein PstBB	CCI-PM-BAC-POS-GP
BSU13000-MONOMER	BSU13000	BSU13000	1368844	1369833	BSU13000	ABC transporter ATP-binding proteinYkfD	CCI-PM-BAC-POS-GP
BSU19370-MONOMER	BSU19370	BSU19370	2108774	2111608	BSU19370	2-oxoglutarate dehydrogenase system E1 subunit	CCI-CYTOSOL-GP
BSU14660-MONOMER	BSU14660	BSU14660	1537113	1537301	BSU14660	conserved general stress protein	
BSU00010-MONOMER	BSU00010	BSU00010	410	1750	BSU00010	chromosomal replication initiator protein DnaA	CCI-PM-BAC-POS-GP // CCI-CYTOSOL-GP
BSU02220-MONOMER	BSU02220	BSU02220	242834	243661	BSU02220	putative transcriptional regulator (AraC/XylS family, cupin family)	
BSU00660-MONOMER	BSU00660	BSU00660	73809	74825	BSU00660	serine/threonine-protein kinase controling translation and DNA integrity during spore development	CCI-CYTOSOL-GP
BSU24790-MONOMER	BSU24790	BSU24790	2564923	2565558	BSU24790	putative metal-binding hydrolase	
BSU31350-MONOMER	BSU31350	BSU31350	3220731	3222083	BSU31350	glucose-6-phosphate isomerase	CCI-CYTOSOL-GP
BSU29540-MONOMER	BSU29540	BSU29540	3021233	3022036	BSU29540	inorganic polyphosphate/ATP-NAD kinase	CCI-CYTOSOL-GP
BSU11960-MONOMER	BSU11960	BSU11960	1267574	1268101	BSU11960	putative phage-related nucleic acid binding terminase small subunit; phage island	
BSU23700-MONOMER	BSU23700	BSU23700	2464227	2464565	BSU23700	putative factor promoting interaction of PolYB with DNA	CCI-CYTOSOL-GP
BSU22250-MONOMER	BSU22250	BSU22250	2338017	2338394	BSU22250	spore coat protein; methionine-glutamine-rich protein	
BSU34030-MONOMER	BSU34030	BSU34030	3492797	3493519	BSU34030	component of an iron-sulfur oxidase for L-lactate utilization	
BSU09670-MONOMER	BSU09670	BSU09670	1041994	1042842	BSU09670	D-alanine-D-glutamate aminotransferase (biosynthesis of D-alanine)	CCI-CYTOSOL-GP
BSU03210-MONOMER	BSU03210	BSU03210	345479	347026	BSU03210	1-pyrroline-5-carboxylate dehydrogenase	CCI-PM-BAC-POS-GP
BSU01130-MONOMER	BSU01130	BSU01130	132882	134072	BSU01130	elongation factor Tu (GTP-binding)	CCI-CYTOSOL-GP
BSU40890-MONOMER	BSU40890	BSU40890	4198603	4198842	BSU40890	ribosomal protein S18	CCI-RIBOSOME-GP
BSU33340-MONOMER	BSU33340	BSU33340	3421465	3421605	BSU33340	small acid-soluble spore protein	
BSU22690-MONOMER	BSU22690	BSU22690	2377632	2378015	BSU22690	AroH	CCI-CYTOSOL-GP
BSU22190-MONOMER	BSU22190	BSU22190	2332153	2332782	BSU22190	cell division regulator	CCI-CYTOSOL-GP
BSU16720-MONOMER	BSU16720	BSU16720	1743924	1744181	BSU16720	PRC barrel protein involved in sporulation	
BSU16410-MONOMER	BSU16410	BSU16410	1710838	1711734	BSU16410	ATPase affecting flagellar basal body localisation and number	CCI-PM-BAC-POS-GP // CCI-CYTOSOL-GP
BSU16160-MONOMER	BSU16160	BSU16160	1688676	1690079	BSU16160	two-component ATP-dependent protease (ATPase and chaperone)	CCI-CYTOSOL-GP
BSU32700-MONOMER	BSU32700	BSU32700	3358664	3359977	BSU32700	Fe-S cluster assembly protein SufD	
BSU18780-MONOMER	BSU18780	BSU18780	2046980	2047411	BSU18780	biofilm forming exported protein	CCI-EXTRACELLULAR-GP
BSU01550-MONOMER	BSU01550	BSU01550	158515	159072	BSU01550	lipoprotein scaffold mediating clustering of germination proteins	CCI-CW-BAC-POS-GP // CCI-PM-BAC-POS-GP
BSU05840-MONOMER	BSU05840	BSU05840	628630	630027	BSU05840	mannoside-phospho-beta-d-glucosidase	CCI-CYTOSOL-GP
BSU22930-MONOMER	BSU22930	BSU22930	2399152	2400069	BSU22930	spore germination cortex-lytic enzyme	
BSU14170-MONOMER	BSU14170	BSU14170	1488413	1488868	BSU14170	short-chain flavodoxin	
BSU05360-MONOMER	BSU05360	BSU05360	582536	583456	BSU05360	putative aminoacid exporter	CCI-PM-BAC-POS-GP
BSU06980-MONOMER	BSU06980	BSU06980	762942	763871	BSU06980	rhamnogalacturonan ABC transporter (permease)	CCI-PM-BAC-POS-GP
BSU12120-MONOMER	BSU12120	BSU12120	1283169	1283336	BSU12120	conserved hypothetical protein	
BSU29990-MONOMER	BSU29990	BSU29990	3068908	3070206	BSU29990	hypoxanthine/guanine permease	CCI-PM-BAC-POS-GP
BSU16310-MONOMER	BSU16310	BSU16310	1701684	1702682	BSU16310	flagellar motor switching and energizing component	CCI-PM-BAC-POS-GP // CCO-CELL-PROJECTION
BSU04230-MONOMER	BSU04230	BSU04230	474731	475540	BSU04230	lipid II flippase	CCI-PM-BAC-POS-GP
BSU30430-MONOMER	BSU30430	BSU30430	3115989	3116966	BSU30430	putative ABC transporter membrane protein YtrD	CCI-PM-BAC-POS-GP
BSU01680-MONOMER	BSU01680	BSU01680	189790	191157	BSU01680	N-acetylmuramic acid PTS permease IIB - MurP subunit	CCI-PM-BAC-POS-GP
BSU15290-MONOMER	BSU15290	BSU15290	1597832	1598980	BSU15290	cell-division initiation GTPase	CCI-PM-BAC-POS-GP // CCI-CYTOSOL-GP
BSU27740-MONOMER	BSU27740	BSU27740	2836165	2836770	BSU27740	Holliday junction DNA helicase	CCI-CYTOSOL-GP
BSU39090-MONOMER	BSU39090	BSU39090	4013795	4014475	BSU39090	putative lipoprotein	
BSU06860-MONOMER	BSU06860	BSU06860	753817	754401	BSU06860	putative transcriptional regulator (TetR family)	
BSU39010-MONOMER	BSU39010	BSU39010	4004288	4005136	BSU39010	23S rRNA m(1)G748 methyltransferase (class II)	CCI-CYTOSOL-GP
BSU01670-MONOMER	BSU01670	BSU01670	188408	189733	BSU01670	amidase hydrolyzing N-acetylmuramyl-L-Ala bond of MurNAc peptides	
BSU37010-MONOMER	BSU37010	BSU37010	3797085	3798155	BSU37010	peptide chain release factor 1	CCI-CYTOSOL-GP
BSU22870-MONOMER	BSU22870	BSU22870	2393602	2394651	BSU22870	isopentenyl diphosphate isomerase (typeII)	CCI-CYTOSOL-GP
BSU38360-MONOMER	BSU38360	BSU38360	3935824	3937014	BSU38360	large subunit ribosomal RNA m5C1962 methyltransferase	CCI-CYTOSOL-GP
BSU02350-MONOMER	BSU02350	BSU02350	254907	256802	BSU02350	phosphotransferase system (PTS) glucosamine-specific enzyme IICBA component	CCI-PM-BAC-POS-GP
BSU19650-MONOMER	BSU19650	BSU19650	2136913	2137524	BSU19650	phosphatidylglycerol phosphate (PGP) phosphatase; undecaprenyl-pyrophosphate phosphatase (promiscuous activity)	CCI-PM-BAC-POS-GP
BSU39310-MONOMER	BSU39310	BSU39310	4038513	4038782	BSU39310	conserved protein of unknown function in a toxin-antitoxin island	
BSU24920-MONOMER	BSU24920	BSU24920	2575717	2576187	BSU24920	conserved protein of unknown function	
BSU30070-MONOMER	BSU30070	BSU30070	3076818	3078356	BSU30070	glycine betaine transporter	CCI-PM-BAC-POS-GP
BSU36550-MONOMER	BSU36550	BSU36550	3759702	3760553	BSU36550	forespore protein required for alternative engulfment	CCI-PM-BAC-POS-GP
BSU19710-MONOMER	BSU19710	BSU19710	2141703	2143013	BSU19710	putative deacetylase	
BSU39470-MONOMER	BSU39470	BSU39470	4056870	4058012	BSU39470	N-acetyl-sulfur-metabolite deacetylase	CCI-CYTOSOL-GP
BSU18800-MONOMER	BSU18800	BSU18800	2048533	2049453	BSU18800	beta-lactamase precursor (putative hydrolase)	CCI-EXTRACELLULAR-GP
BSU28560-MONOMER	BSU28560	BSU28560	2918646	2920328	BSU28560	long chain acyl-CoA ligase (degradative)	
BSU06920-MONOMER	BSU06920	BSU06920	757111	757653	BSU06920	putative acetyltransferase	
BSU00220-MONOMER	BSU00220	BSU00220	29481	29705	BSU00220	conserved protein of unknown function	
CPLX8J2-223	BSU31260	BSU31260	3210445	3212433	BSU31260	methyl-accepting chemotaxis protein	
BSU10110-MONOMER	BSU10110	BSU10110	1083851	1085995	BSU10110	penicillin-binding protein 2C (1F class) required for spore germination	CCI-PM-BAC-POS-GP
BSU11270-MONOMER	BSU11270	BSU11270	1204731	1204916	BSU11270	unknown protein	CCI-PM-BAC-POS-GP
BSU06930-MONOMER	BSU06930	BSU06930	757676	757978	BSU06930	putative membrane component	CCI-PM-BAC-POS-GP
BSU29900-MONOMER	BSU29900	BSU29900	3059547	3060188	BSU29900	tRNA G46 (guanine-N(7)-)-methyltransferase	CCI-CYTOSOL-GP
BSU32380-MONOMER	BSU32380	BSU32380	3325078	3325899	BSU32380	putative transporter	CCI-PM-BAC-POS-GP
BSU21110-MONOMER	BSU21110	BSU21110	2230895	2232664	BSU21110	putative P-loop ATPase; phage SPbeta	
BSU16650-MONOMER	BSU16650	BSU16650	1736451	1736804	BSU16650	pre-ribosomal (17S) RNA binding factor A	CCI-CYTOSOL-GP
BSU08340-MONOMER	BSU08340	BSU08340	909198	909746	BSU08340	transcriptional regulator of phenolic acid decarboxylase	CCI-CYTOSOL-GP
CPLX8J2-192	BSU15120	BSU15120	1578376	1579995	BSU15120	putative cysteine ligase BshC	
BSU03651-MONOMER	BSU03651	BSU03651	414595	414822	BSU03651	phenolic acid decarboxylase subunit	
BSU14210-MONOMER	BSU14210	BSU14210	1491221	1492024	BSU14210	small-conductance mechanosensitive channel	CCI-PM-BAC-POS-GP
BSU23900-MONOMER	BSU23900	BSU23900	2484911	2485639	BSU23900	conserved spore protein of unknown function	
BSU38180-MONOMER	BSU38180	BSU38180	3918777	3919022	BSU38180	conserved stress protein of unknown function	CCI-PM-BAC-POS-GP
BSU33040-MONOMER	BSU33040	BSU33040	3389024	3390412	BSU33040	fumarate hydratase	CCI-CYTOSOL-GP
BSU37360-MONOMER	BSU37360	BSU37360	3836146	3836298	BSU37360	bacteriocin-like product	CCI-EXTRACELLULAR-GP
BSU30470-MONOMER	BSU30470	BSU30470	3119565	3119837	BSU30470	conserved spore protein of unknown function	
BSU36960-MONOMER	BSU36960	BSU36960	3794166	3794609	BSU36960	conserved stress protein	
BSU22540-MONOMER	BSU22540	BSU22540	2363111	2363878	BSU22540	menaquinol:cytochrome c oxidoreductase (cytochrome cc subunit)	CCI-PM-BAC-POS-GP
BSU13350-MONOMER	BSU13350	BSU13350	1398975	1400096	BSU13350	putative spore-related glycosyltransferase	
CPLX8J2-48	BSU14540 // BSU15690 // BSU37160 // BSU01430 // BSU01080 // BSU01070 // BSU26840		1524791	1525000	BSU14540 // BSU15690 // BSU37160 // BSU01430 // BSU01080 // BSU01070 // BSU26840	RNA polymerase, &sigma;Z	
BSU11740-MONOMER	BSU11740	BSU11740	1249442	1249888	BSU11740	spore coat protein (insoluble fraction, crust layer)	
BSU09165-MONOMER	BSU09165	BSU09165	989712	990680	BSU09165	putative exported protein (sporulation germination island)	
MONOMER8J2-34	BSU33090	BSU33090	3395035	3396117	BSU33090	LiaS two-component sensory histidine kinase, phosphorylated	
BSU08140-MONOMER	BSU08140	BSU08140	886775	887332	BSU08140	putative integral inner membrane protein	CCI-PM-BAC-POS-GP
BSU39500-MONOMER	BSU39500	BSU39500	4059488	4060282	BSU39500	putative sulfur aminoacid (S-(2-succino)cysteine) ABC transporter (binding lipoprotein)	CCI-PM-BAC-POS-GP
BSU10870-MONOMER	BSU10870	BSU10870	1166008	1166670	BSU10870	putative basic aminoacid related metabolite efflux transporter	CCI-PM-BAC-POS-GP
BSU11600-MONOMER	BSU11600	BSU11600	1237006	1237641	BSU11600	(p)ppGpp synthetase	
BSU20960-MONOMER	BSU20960	BSU20960	2215460	2216776	BSU20960	conserved protein of unknown function; phage SPbeta	CCI-PM-BAC-POS-GP
CPLX8J2-44	BSU14540 // BSU15690 // BSU37160 // BSU01430 // BSU01080 // BSU01070 // BSU33222 // BSU33230		1524791	1525000	BSU14540 // BSU15690 // BSU37160 // BSU01430 // BSU01080 // BSU01070 // BSU33222 // BSU33230	RNA polymerase, two-subunit &sigma;-factor	
BSU13010-MONOMER	BSU13010	BSU13010	1369876	1370925	BSU13010	6-phosphogluconolactonase	CCI-CYTOSOL-GP
CPLX8J2-70	BSU12960 // BSU12950 // BSU12940 // BSU12930		1364151	1365800	BSU12960 // BSU12950 // BSU12940 // BSU12930	dipeptide ABC transporter	
BSU33620-MONOMER	BSU33620	BSU33620	3454221	3454961	BSU33620	carboxylesterase	CCI-PM-BAC-POS-GP
BSU09920-MONOMER	BSU09920	BSU09920	1066077	1068968	BSU09920	ATPase involved in DNA double strand break repair and recombination	CCI-PM-BAC-POS-GP
BSU27070-MONOMER	BSU27070	BSU27070	2762395	2762835	BSU27070	phosphotransferase system (PTS) fructose-specific enzyme IIA component	CCI-PM-BAC-POS-GP // CCI-CYTOSOL-GP
CPLX8J2-270	BSU35880 // BSU35900 // BSU35890 // BSU35870		3697821	3698963	BSU35880 // BSU35900 // BSU35890 // BSU35870	polyglutamate synthase	
BSU36380-MONOMER	BSU36380	BSU36380	3744349	3745413	BSU36380	response regulator aspartate phosphatase	CCI-CYTOSOL-GP
BSU00430-MONOMER	BSU00430	BSU00430	51680	52552	BSU00430	sporulation-specific protease	CCI-CW-BAC-POS-GP // CCI-PM-BAC-POS-GP
BSU33080-MONOMER	BSU33080	BSU33080	3394422	3395057	BSU33080	LiaR two-component response regulator	CCI-CYTOSOL-GP
BSU28320-MONOMER	BSU28320	BSU28320	2897788	2898123	BSU28320	inner spore coat protein	
BSU33880-MONOMER	BSU33880	BSU33880	3474106	3475923	BSU33880	conserved protein of unknown function	CCI-PM-BAC-POS-GP
BSU30410-MONOMER	BSU30410	BSU30410	3113979	3115289	BSU30410	putative ABC transporter membrane protein	CCI-PM-BAC-POS-GP
BSU21640-MONOMER	BSU21640	BSU21640	2283136	2283651	BSU21640	conserved hypothetical protein; phage SPbeta	
BSU04770-MONOMER	BSU04770	BSU04770	525206	525649	BSU04770	transcriptional regulator of mutliple phage and metabolic operons	CCI-CYTOSOL-GP
BSU27310-MONOMER	BSU27310	BSU27310	2789686	2791440	BSU27310	sporulation-specific class B penicillin-binding protein PBP4B	CCI-PM-BAC-POS-GP
CPLX8J2-251	BSU18180	BSU18180	1946702	1947595	BSU18180		
BSU09880-MONOMER	BSU09880	BSU09880	1061491	1062258	BSU09880	putative dehydratase / isomerase	CCI-PM-BAC-POS-GP
BSU00270-MONOMER	BSU00270	BSU00270	37720	39162	BSU00270	enzyme required for synthesis of the the posttranslational 5-aminopentanol modification of elongation factor EF-P	CCI-CYTOSOL-GP
BSU15100-MONOMER	BSU15100	BSU15100	1576767	1577249	BSU15100	putative acetyltransferase	
BSU00500-MONOMER	BSU00500	BSU00500	56352	57722	BSU00500	bifunctional glucosamine-1-phosphate N-acetyltransferase/UDP-N-acetylglucosamine pyrophosphorylase	CCI-CYTOSOL-GP
CPLX8J2-226	BSU39640 // BSU39630		4070393	4071166	BSU39640 // BSU39630	ABC transporter YxdLM	
BSU21180-MONOMER	BSU21180	BSU21180	2238198	2238452	BSU21180	conserved protein of unknown function; phage SPbeta	
BSU39270-MONOMER	BSU39270	BSU39270	4033778	4035607	BSU39270	phosphotransferase system (PTS) beta-glucoside-specific enzyme IIBCA component	CCI-PM-BAC-POS-GP
BSU04180-MONOMER	BSU04180	BSU04180	470957	471502	BSU04180	putative methyltransferase	
BSU29310-MONOMER	BSU29310	BSU29310	3001724	3003052	BSU29310	monooxygenase (S-aryl or S-benzyl substrates, reduced FMN, NADH, O2)	CCI-CYTOSOL-GP
CPLX8J2-43	BSU38170 // BSU38160 // BSU38150 // BSU38140		3917296	3918261	BSU38170 // BSU38160 // BSU38150 // BSU38140	cytochrome <i>aa</i><sub>3</sub> menaquinol oxidase	
BSU39430-MONOMER	BSU39430	BSU39430	4052379	4053320	BSU39430	transcriptional regulator of pyrmidine deoxyribonucleosides degradation (DeoR-dR5P)	
BSU26540-MONOMER	BSU26540	BSU26540	2713320	2713802	BSU26540	putative protein involved in sulfur metabolism (DsrE-like)	
BSU07780-MONOMER	BSU07780	BSU07780	847498	848652	BSU07780	spore germination protein	CCI-PM-BAC-POS-GP
BSU37900-MONOMER	BSU37900	BSU37900	3890922	3892346	BSU37900	spore crust legionaminic acid synthesis; putative dTDP glycosyl/glycerophosphate transferase or transport	CCI-PM-BAC-POS-GP
BSU04970-MONOMER	BSU04970	BSU04970	544022	545011	BSU04970	ICEBs1 mobile element: two-domain autolysin with N-acetylmuramidase and DL-endopeptidase activity VirB1	CCI-EXTRACELLULAR-GP
BSU08220-MONOMER	BSU08220	BSU08220	895619	897433	BSU08220	ABC family transporter ATP-binding/membrane protein YfiC	CCI-PM-BAC-POS-GP
BSU37650-MONOMER	BSU37650	BSU37650	3864309	3865208	BSU37650	regulator of sulfur assimilation CysL, activates cysJI expression	
BSU03020-MONOMER	BSU03020	BSU03020	325339	326772	BSU03020	putative branched chain amino acid permease	CCI-PM-BAC-POS-GP
BSU29450-MONOMER	BSU29450	BSU29450	3013133	3014344	BSU29450	argininosuccinate synthase	CCI-CYTOSOL-GP
BSU24930-MONOMER	BSU24930	BSU24930	2576367	2576720	BSU24930	cofactor of the FtsE-FtsX complex	CCI-PM-BAC-POS-GP
MONOMER8J2-31	BSU35490	BSU35490	3644607	3645296	BSU35490	DegU two-component response regulator, phosphorylated	CCI-CYTOSOL-GP
BSU_17099-MONOMER	BSU_17099	BSU_17099	1783500	1783766	BSU_17099	hypothetical protein	CCI-PM-BAC-POS-GP
BSU30190-MONOMER	BSU30190	BSU30190	3089226	3090413	BSU30190	pimeloyl-[acp] synthase	
BSU16810-MONOMER	BSU16810	BSU16810	1754785	1755510	BSU16810	putative transcriptional regulator (GntR family, possibly involved in biofilm formation)	
CPLX8J2-299	BSU30450 // BSU30440 // BSU30430 // BSU30420 // BSU30410		3117976	3118854	BSU30450 // BSU30440 // BSU30430 // BSU30420 // BSU30410	putative ABC-type transporter	
BSU21070-MONOMER	BSU21070	BSU21070	2227505	2228722	BSU21070	putative DNA polymerase component; phage SPbeta	
BSU02150-MONOMER	BSU02150	BSU02150	235625	235873	BSU02150	conserved protein of unknown function	CCI-PM-BAC-POS-GP
BSU04750-MONOMER	BSU04750	BSU04750	524492	524785	BSU04750	conserved protein of unknown function	
BSU29550-MONOMER	BSU29550	BSU29550	3022068	3023657	BSU29550	putative N-substituted formamide deformylase, dihydropyrimidinase or isoaspartyl peptidase	
BSU10480-MONOMER	BSU10480	BSU10480	1121550	1122173	BSU10480	putative integral membrane protein	CCI-PM-BAC-POS-GP
BSU09570-MONOMER	BSU09570	BSU09570	1034046	1035227	BSU09570	phenylalanine / tyrosine aminotransferase	CCI-CYTOSOL-GP
BSU22220-MONOMER	BSU22220	BSU22220	2334581	2336830	BSU22220	ATP-dependent RNA helicase specific to the monoadduct or the intra-strand crosslink (mitomycin resistance)	CCI-CYTOSOL-GP
BSU02619-MONOMER	BSU02619	BSU02619	283816	283992	BSU02619	conserved protein of unknown function	
BSU06600-MONOMER	BSU06600	BSU06600	718622	719308	BSU06600	heptaprenylglyceryl-phosphate synthase	
BSU03030-MONOMER	BSU03030	BSU03030	326888	327469	BSU03030	putative integral inner membrane protein of unknown function	
BSU04980-MONOMER	BSU04980	BSU04980	545026	545532	BSU04980	ICEBs1 mobile element: conserved protein of unknown function	CCI-PM-BAC-POS-GP
CPLX8J2-129	BSU33520		3443896	3444201	BSU33520	CsoR-Cu(II)	
BSU24540-MONOMER	BSU24540	BSU24540	2544995	2545375	BSU24540	putative sulfur transferase	CCI-PM-BAC-POS-GP
BSU33950-MONOMER	BSU33950	BSU33950	3482752	3483774	BSU33950	transcriptional regulator of gapA (CggR-fructose-1,6-bisphosphate)	CCI-CYTOSOL-GP
BSU31300-MONOMER	BSU31300	BSU31300	3216163	3217452	BSU31300	spore membrane protein	CCI-PM-BAC-POS-GP
BSU10470-MONOMER	BSU10470	BSU10470	1121036	1121398	BSU10470	conserved hypothetical protein	
BSU11510-MONOMER	BSU11510	BSU11510	1228135	1228791	BSU11510	putative membrane sporulation protein of unknown function	CCI-PM-BAC-POS-GP
BSU16450-MONOMER	BSU16450	BSU16450	1715344	1715973	BSU16450	signal terminating phosphatase of CheR-mediated methylation of methyl-accepting chemotaxis proteins (MCPs)	
BSU35450-MONOMER	BSU35450	BSU35450	3641125	3641847	BSU35450	component of the DNA transport apparatus	
BSU02180-MONOMER	BSU02180	BSU02180	238164	238448	BSU02180	conserved protein of unknown function (C-terminal end)	CCI-PM-BAC-POS-GP
BSU11120-MONOMER	BSU11120	BSU11120	1188689	1189531	BSU11120	putative ABC transporter permease	CCI-PM-BAC-POS-GP
BSU13070-MONOMER	BSU13070	BSU13070	1375260	1375787	BSU13070	bacillithiol S-transferase	CCI-CYTOSOL-GP
BSU34830-MONOMER	BSU34830	BSU34830	3579679	3580038	BSU34830	conserved protein of unknown function	
BSU02600-MONOMER	BSU02600	BSU02600	282469	282897	BSU02600	spore coat cell wall hydrolase	CCI-EXTRACELLULAR-GP
BSU37780-MONOMER	BSU37780	BSU37780	3878966	3880513	BSU37780	delta-1-pyrroline-5 carboxylate dehydrogenase	CCI-PM-BAC-POS-GP
BSU20640-MONOMER	BSU20640	BSU20640	2198848	2199105	BSU20640	conserved hypothetical protein; phage SPbeta	
